,place_id,place_name,latitude,longitude,address,zip_code,rating,total_number_of_ratings
2997,ChIJDZNgCZHND4gRP3VyXXbfYhY,the whale chicago,41.925388018226,-87.70116974040494,2427-31 n milwaukee ave,60647.0,4.2,209.0
2998,ChIJE00iNQ0pDogRjQAvYLUyaA0,maravillas restaurant,41.79493406966079,-87.58773625841171,5506 s lake park ave,60637.0,3.8,443.0
3000,ChIJlee_ca7RD4gRPiqsy3c_ats,heartland cafe,42.00917697647974,-87.66636939865349,7000 n glenwood ave,60626.0,4.2,603.0
3002,ChIJC_YdYqwsDogR3xYeKE6rLfA,grand lux cafe,41.89321622302089,-87.62481244397594,111 e ontario st,60611.0,4.4,4361.0
3011,ChIJb89G1evND4gRrxVpeP_mQV8,fresco supermarket inc.,41.961220902268316,-87.7145844935118,3434-40 w montrose ave,60618.0,4.4,16.0
3012,ChIJaXmKFNLSD4gRYlx6CZBRFj4,la condesa,41.89981866150821,-87.6672485778532,1003 n ashland ave,60622.0,4.1,373.0
3016,ChIJB9W3NPAyDogRJuGjskTjhpA,seashell,41.86629065519555,-87.72456177467829,3944 w roosevelt rd,60624.0,4.0,171.0
3017,ChIJ80xsfLUsDogRrFFkPXdQkbw,"nurture life, inc.",41.8932464758799,-87.6378702999609,358 w ontario st,60654.0,3.3,9.0
3018,ChIJcfh3jlHSD4gRs5I7WgXWUl8,noodles & company,41.944035396214865,-87.6637871173322,3419 n southport ave,60657.0,4.1,222.0
3019,ChIJD3Vmo74sDogRLyU4cNKoWOM,starbucks coffee ,41.87949547248324,-87.63382966060513,200 w adams st,60606.0,4.1,80.0
3020,ChIJJfq_2o_RD4gRB-fIW-OJzx8,la mariposa michoacana,41.984862390526665,-87.66970638056179,5645 n ashland ave,60660.0,4.4,61.0
3022,ChIJw7AeHXctDogRy3FQ6t8P8bc,limitless coffee & tea,41.88621795776268,-87.64851237437078,217 n green st,60607.0,4.4,169.0
3023,ChIJy9r16T3SD4gRmBWU5aiVGVQ,la amistad inc.,41.961594914876564,-87.67666386545389,1914 w montrose ave,60613.0,4.3,169.0
3029,ChIJzZo6wLPTD4gRav1xho3yr58,jieyi sushi,41.9031191187319,-87.66633652567221,1178 n milwaukee ave,60642.0,4.9,7.0
3030,ChIJlZ45fe3TD4gRTLX8rsGG7ns,good measure,41.89669751034979,-87.63535931178352,226 w chicago ave,60654.0,4.6,72.0
3031,ChIJndQC3qwyDogRnZpeao9UunA,west town bakery & diner,41.89604872173418,-87.67535123458872,1916-1920 w chicago ave,60622.0,4.4,559.0
3032,ChIJwwllWkbMD4gRlB69I7W-dKU,community,41.954070511772656,-87.74863162872255,4038 n milwaukee ave,60641.0,4.8,266.0
3033,ChIJA4onC54oDogRzYgLgt062H4,campbell's jerk,41.73662152927968,-87.61393435409144,412 e 87th st,60619.0,4.0,189.0
3035,ChIJryTn1BEoDogRn8SUVReuRm4,rocky pancake house,41.744760277063406,-87.55202548199068,2948 e 83rd st,60617.0,4.3,169.0
3037,ChIJn6290f3MD4gRMrQyPYiwB0s,poncitlan jalisco no.1,41.93174039600656,-87.73919085225607,4460 w diversey ave,60639.0,4.4,291.0
3041,ChIJRxFNQa8vDogRyVYDRyHf-5w,seashell restaurant,41.76732820094002,-87.66400242735762,6940 s ashland ave,60636.0,3.9,373.0
3044,ChIJ5XrZcRwtDogRQJL0JGNbY24,yummy thai,41.869436666300544,-87.66247601980271,1418 w taylor st,60607.0,4.1,232.0
3046,ChIJN1hTseErDogRvFw1kzGB8AQ,norman's,41.81676172087383,-87.60178731861694,1001-1003 e 43rd st,60653.0,4.3,662.0
3047,ChIJs_Lc7CrSD4gRHr3hH5YPMAA,sun wah bar-b-q inc co,41.97385028949589,-87.65965358195697,5039-5043 n broadway,60640.0,4.4,1399.0
3048,ChIJH3Yk20LSD4gRidtFqwBBYsw,kite string cantina,41.94678887802327,-87.6759470310188,1851 w addison st,60613.0,4.7,116.0
3050,ChIJ64RsIrosDogRebfl0hZOehk,luke's lobster,41.88411126733353,-87.63257638523856,134 n la salle,60602.0,4.4,530.0
3051,ChIJV3wNj0wwDogRP2lua8F6Hns,las picosas co,41.775864967310135,-87.72283505238691,6430 s pulaski rd,60629.0,4.1,338.0
3057,ChIJyU6XNX0tDogR-xh8MwRWONw,california sub & fast food inc,41.866617682133004,-87.6961280297636,2804 w roosevelt rd,60612.0,4.9,10.0
3059,ChIJ8WqZFuvTD4gRDU3ehd9s2Q0,the roost carolina kitchen,41.94537989344811,-87.65522014489369,3474 n clark st,60657.0,4.5,54.0
3060,ChIJ55nZISvRD4gRU7c58S5wCr8,sam's chicken and ribs,41.99468413299884,-87.65847729070059,1102 w granville ave,60660.0,4.7,11.0
3066,ChIJ-Z3_7M0sDogRbXcUg7lQ25Y,iguana cafe,41.89175403961296,-87.64749334480629,517-519 n halsted st,60642.0,4.5,614.0
3068,ChIJDerFZ8fSD4gRoovcMNvO8hU,dove's luncheonette,41.90955013711738,-87.67729270632059,1543-1545 n damen ave,60622.0,4.6,856.0
3070,ChIJHY7We7LTD4gRkS0b5PjY3b4,the stretch bar and grill,41.94573785128392,-87.65516503901405,3485 n clark st,60657.0,4.4,163.0
3073,ChIJo9QCaqssDogRmmJ0MAf-aeE,the capital grille,41.89347535770077,-87.62257467357841,633 n st clair st,60611.0,4.6,853.0
3076,ChIJHci2_3_MD4gR_IvU16JWQgw,thali's restaurant,41.93834100224705,-87.77635804996433,3156 n austin ave,60634.0,4.2,217.0
3079,ChIJ0Z8FMwXSD4gRXNNEEdP1-iA,jerry's sandwiches,41.96769881732379,-87.68780818484224,4739-4743 n lincoln ave,60625.0,4.3,415.0
3083,ChIJFw85cs4uDogRbPot1T7vCGU,"59th fish & chicken, inc.",41.78727696375553,-87.62413800317614,33 e 59th st,60637.0,3.9,92.0
3085,ChIJT214akLKD4gRFdbbV_-yzss,bob-o's hot dogs,41.952212685435455,-87.83419517522333,8258 w irving park rd,60634.0,4.3,408.0
3087,ChIJ3wzCpATJD4gRsQzfACc3nMM,nick's drive inn,42.012255295394226,-87.8067791219124,7216 n harlem ave,60631.0,4.4,330.0
3088,ChIJ8SnzMTwpDogRy1uhMb-kaAo,university of chicago bookstore ,41.78968353113749,-87.6013989776005,970 e 58th st,60637.0,4.4,493.0
3089,ChIJlzANL7osDogR3hEJLYnmZvM,lotus banh mi,41.88331714661759,-87.63291657190607,166 w washington st,60602.0,4.5,122.0
3091,ChIJr7Rv1XnND4gRbUZGhQAJfak,la cocina,41.93396946560308,-87.70733141899717,2901 n kedzie ave,60618.0,4.3,185.0
3092,ChIJkXNd3UHMD4gRE2BWsNThkV4,margaret's,41.95342216408253,-87.75612619675917,5134 w irving park rd,60641.0,4.4,16.0
3093,ChIJm0UhhdMxDogR51AWh0PORoA,arden restaurant,41.780579903766366,-87.70303418763207,6207 s kedzie ave,60629.0,3.2,35.0
3094,ChIJW6Z6L8DMD4gRam4XP6jmhWc,taqueria la paz,41.91695550973035,-87.75306177995529,5052 w armitage ave,60639.0,4.3,335.0
3098,ChIJVXSpu2EtDogRsrmoLqxQPls,dream chef kitchen,41.87340929169415,-87.69594218258621,611 s california ave,60612.0,4.7,38.0
3099,ChIJi1FloS8vDogRrpNg19iaQUA,mcdonald's ,41.76915533533597,-87.62681267627251,6900 s lafayette ave,60621.0,3.1,1554.0
3100,ChIJ75-mV7ExDogRep-CrQNz6hc,los comales,41.78309760160854,-87.72273813015846,6035 s pulaski rd,60629.0,3.6,674.0
3103,ChIJCbXNqZ_RD4gRCt8gDgxU0uU,ethiopian diamond restaurant,41.99294413427923,-87.66050487502636,6120-6122 n broadway,60660.0,4.6,640.0
3104,ChIJxWTaS_rND4gRnp3bTwnaSX0,bru coffeeworks,41.968383153992136,-87.70381873488532,3005 w lawrence ave,60625.0,4.9,42.0
3106,ChIJUwW83abTD4gRvO3UkBj8GOY,glaze teriyaki grill,41.938057771229246,-87.64448081258291,3112 n broadway,60657.0,4.5,164.0
3107,ChIJd2xyLVPTD4gRPnL2TK-9eCI,silver spoon restaurant,41.89532082029217,-87.62562009892783,710 n rush st,60611.0,4.1,436.0
3108,ChIJp62DLhjTD4gRbgyWnw-XLBQ,summer house santa monica/stella barra pizzeria,41.91754112681401,-87.64862901027142,1954 n halsted st,60614.0,4.4,322.0
3109,ChIJ1Rsi2K0sDogRhti8qiG5uws,benny's chophouse,41.89063078870265,-87.62682912737971,444 n wabash ave,60611.0,4.6,546.0
3110,ChIJK_4-_5wtDogRhlIPDH-tB4c,casa cafe,41.85392356205821,-87.68554179721714,2025 s western ave,60608.0,4.4,247.0
3111,ChIJKU86QkUzDogR-j9Bs9dc3oE,rib palace llc,41.887106177538534,-87.76543552121103,5607 w corcoran pl,60644.0,4.0,38.0
3115,ChIJK2V-ioHRD4gRkttmLYlapbk,burke's public house,41.98006519908453,-87.65982411288755,5401-5403 n broadway,60640.0,4.5,396.0
3116,ChIJSe7qe7wxDogRTSglbOEL9YY,new china tea,41.79330538831986,-87.72423594240259,4022-4024 w 55th st,60632.0,4.1,271.0
3117,ChIJ4XcARLTRD4gRLc2h96NcFR8,nueva italy,42.0117322070539,-87.67434398539741,7109 n clark st,60626.0,4.3,67.0
3118,ChIJFSzMd1bMD4gR0zg04_np8Qs,china chef,41.938997445795394,-87.74241736722564,4600 w belmont ave,60641.0,3.9,71.0
3122,ChIJMbRTOnvND4gRrup6n88Rwa4,daisies,41.92728546268809,-87.70425956334667,2523 n milwaukee ave,60647.0,4.6,284.0
3125,ChIJ9wIIbaQsDogRqoUN0hV5Nws,university club of chicago,41.88092403509479,-87.62493419985191,76 e monroe st,60603.0,4.6,354.0
3126,ChIJ3Yc6JMgxDogRujdYCvmFdPk,big tonys pizza 2,41.78614076584597,-87.71694768911665,3732 w 59th st,60629.0,4.0,126.0
3127,ChIJh71XkEXRD4gRYSi3I8_H4Eg,starbuck's coffee,41.99021740075785,-87.6713019934604,5970 n ridge ave,60660.0,4.4,74.0
3128,ChIJvf3Vtq3TD4gRTuZXm5qhm_c,redmond's,41.94342006793067,-87.65436004059912,3356-3358 n sheffield ave,60657.0,4.1,188.0
3130,ChIJC68dJN3RD4gRdV1oMWjWAUo,pak sweets,41.99786100518588,-87.68860508498791,2326 w devon ave,60659.0,4.4,230.0
3131,ChIJM7AX2DXTD4gRH2G2hdBDGlk,jojo's milk bar,41.88994129299393,-87.62887635482357,23 w hubbard st,60654.0,4.1,375.0
3133,ChIJ0y-JSAQxDogRAcDla-06iWY,bin 5700,41.78932932326538,-87.74164564419638,5700 s cicero ave,60638.0,2.6,8.0
3135,ChIJPwkzLxvSD4gRUQni4wqccdQ,china hut,41.96853042842271,-87.68692173154297,2311 w lawrence ave,60625.0,3.6,71.0
3138,ChIJvR53CQfSD4gRMnHOjEG07ak,goosefoot,41.96866318490796,-87.69610498322784,2656 w lawrence ave,60625.0,4.9,125.0
3140,ChIJBW5y387SD4gRCkxbf2J5Erw,tortello,41.903384646596386,-87.67188589890978,1746 w division st,60622.0,4.7,114.0
3141,ChIJ1egqHSvSD4gRyqTjkyB-8NU,furama restaurant inc,41.97261317872583,-87.65991334912182,4936 n broadway,60640.0,4.2,479.0
3142,ChIJYx6InQgxDogRRhCe7HCh498,nuts on clark popcorn,41.78932932326538,-87.74164564419638,5700 s cicero ave,60638.0,3.2,55.0
3144,ChIJ8zstVAQyDogRqaQ23xWUaaY,mariscos el abuelo y yo seafood,41.8244471105655,-87.704596235788,3752 s kedzie ave,60632.0,4.4,364.0
3147,ChIJ78NmelIrDogRjeah2zY78_E,frankie's pizza by the slice,41.89209413686178,-87.61156988394657,600 e grand ave,60611.0,2.4,38.0
3150,ChIJC3cvjtzND4gRMDZwm4Vk5a4,el original gallo bravo,41.96315679416602,-87.70815959668909,4503-4505 n kedzie ave,60625.0,4.1,371.0
3156,ChIJyzUfUfrND4gRjK_pIzfDG9s,el arco de palmar,41.968378773165476,-87.70443702846718,3021 w lawrence ave,60625.0,4.1,48.0
3159,ChIJ98DYLUQwDogRAlK5mVK1Aog,buffet city,41.765584219649504,-87.72258228620703,7010 s pulaski rd,60629.0,3.9,824.0
3160,ChIJaa8X1InTD4gRBzDfEdHFPns,elevate coffee,41.943129840174606,-87.6495116883914,3344 n halsted st,60657.0,4.8,50.0
3164,ChIJ2zwRJHktDogRqklMbd19NaY,lagunitas brewing company,41.85621052154578,-87.69298503222241,1843 s washtenaw ave,60608.0,4.6,1114.0
3167,ChIJfYSMGdTSD4gRJshMagKwNvo,the butcher & larder,41.90046314696679,-87.66218860926277,1026 n milwaukee ave,60642.0,4.7,15.0
3168,ChIJhwXJA23SD4gRo1G_ED31bhs,chayhana,41.95394859951932,-87.68539017232962,2245 w irving park rd,60618.0,4.5,257.0
3169,ChIJazpkACfND4gRisU8D8zqST4,checkers,41.909887590812296,-87.73460202240273,4320 w north ave,60639.0,3.6,719.0
3171,ChIJr1WrR7TRD4gRtVgIrFvIpF0,china gourmet,42.01146045999312,-87.67459345170971,7100 n clark st,60626.0,3.7,180.0
3172,ChIJZbmaRq8sDogRN6sw2tQpvys,mcdonald?s 25088,41.886567370886944,-87.62438467059714,233 n michigan ave,60601.0,3.6,205.0
3173,ChIJtbDbbJ22D4gRQYZs1cgwClU,galileo bar,42.008536400868735,-87.91442843927048,11601 w touhy ave,60666.0,3.8,19.0
3174,ChIJZ14Y0b_RD4gRPTlWvNXzisk,misericordia home,41.99557919699577,-87.67587688398632,6300 n ridge ave,60660.0,4.7,198.0
3175,ChIJG2dL8K_ND4gRQO-zz9ObYmk,la biznaga,41.94614611486697,-87.72754094319558,3552-3554 n pulaski rd,60641.0,4.7,98.0
3176,ChIJTWrohtO1D4gReSF2DEnMC6I,intelligentsia,42.008536400868735,-87.91442843927048,11601 w touhy ave,60666.0,1.8,80.0
3177,ChIJMe6pU1gsDogRVi7P2WTpr5A,pleasant house pub,41.85354407618679,-87.64637168866875,2119 s halsted st,60608.0,4.7,772.0
3180,ChIJPd5vnEkvDogRr76YIZ_TURY,jerk taco man,41.753882490600866,-87.62448276022418,7723 s state st,60619.0,3.9,967.0
3182,ChIJMfp633DND4gR3jR0TmYO0qQ,cafe con leche d'  noche,41.93039230790959,-87.70980517549701,2710-2714 n milwaukee ave,60647.0,4.4,1117.0
3186,ChIJ-4ggpsDSD4gRsygYGXIesWY,the goddess and grocer,41.911971230797036,-87.67735193570363,1649 n damen ave,60647.0,4.3,296.0
3189,ChIJRWorjHEpDogRdmUhHyXjAqo,mcdonalds ,41.800941975966246,-87.58763679215699,5200 s lake park ave,60615.0,3.2,836.0
3190,ChIJecK_ctosDogRTpJbRBMyZMQ,"honeygrow, llc",41.88536698512989,-87.65198699351677,179 n morgan st,60607.0,4.2,51.0
3191,ChIJYYQ7RqsxDogRiuO2iqmBw2Y,rafa's chicken,41.778647086061646,-87.73304626375042,4410 w 63rd st,60629.0,4.6,82.0
3192,ChIJs1JzObUsDogRHIU-HtCUG-s,nacional 27/tallboy taco,41.8946456460705,-87.63678754035264,325 w huron st,60654.0,4.2,291.0
3193,ChIJQXlXDfcsDogRM1ZP-aoKUB8,taqueria palacio,41.85910428354797,-87.64682757730905,1700 s halsted st,60608.0,4.3,33.0
3195,ChIJ3V7KBcTSD4gRXCJYI2UiWL8,the gallery cafe,41.910671665924546,-87.67251693297649,1760 w north ave,60622.0,4.6,179.0
3196,ChIJ3yjJGX0sDogRjjsCfwPkL9Q,sharks fish & chicken,41.85311887099822,-87.62694504272446,2137 s state st,60616.0,3.7,97.0
3199,ChIJHZ9TxOgyDogRB86xA5qIE5A,mary's bar b que inc.,41.873269005714505,-87.7255550035635,606 s pulaski rd,60624.0,3.9,249.0
3206,ChIJ86NIksjND4gRH-4dKJxzWcQ,little lulu's italian ice,41.96052725669139,-87.75382899489115,5035 w montrose ave,60641.0,4.9,36.0
3207,ChIJZ57WGnLMD4gRug9s5tpLbOg,taqueria amigo chino,41.95307342441258,-87.76705641473059,5601 w irving park rd,60634.0,4.0,1160.0
3210,ChIJAzWRVH3ND4gR5h5H8mSb62A,quiote / todos santos,41.926480287826315,-87.6976079277899,2456 n california ave,60647.0,4.9,56.0
3211,ChIJnbRH5nDND4gRIpGsQRsPprE,heavenly,41.93020734457177,-87.7095475155962,2662 n sawyer ave,60647.0,4.2,49.0
3212,ChIJt8bVnLMxDogRNOuA-TS6nO4,camaron vaquero inc.,41.77919212128587,-87.72292239244629,6242 s pulaski rd,60629.0,4.5,178.0
3215,ChIJ4SwHK-XND4gRazIo9gN5XQo,lindo michoacan inc,41.968570298248146,-87.70802415214442,3148 w lawrence ave,60625.0,4.1,1518.0
3217,ChIJ7SVSOczTD4gR9tSfMM1A7DI,the satellite cafe,41.96189827581557,-87.65402861269251,942 w montrose ave,60613.0,4.4,83.0
3218,ChIJRSn-ONe1D4gRTzQQ4jc21QA,swissport usa,42.008536400868735,-87.91442843927048,11601 w touhy ave,60666.0,2.3,3.0
3219,ChIJYfsuzrbRD4gRb8i339ZGr7s,"paleterias monarca, corp.",42.008201601562035,-87.67363022392959,6955 n clark st,60626.0,3.8,30.0
3221,ChIJ_UQiqpMvDogR74pCH9WDtRQ,prestige chinese food,41.75009417468001,-87.67535799869749,2055 w 79th st,60620.0,4.1,106.0
3222,ChIJB46C433MD4gRHghM8eA8iT4,best subs ,41.93862431098313,-87.77106451493643,5752 w belmont ave,60634.0,4.2,59.0
3223,ChIJRXUQUBkvDogRYbgCRuQE5LY,d's pizzeria & restaurant,41.779718692248785,-87.65444285882549,1158 w 63rd st,60621.0,3.8,13.0
3224,ChIJj4O1Jf4tDogRFBQjGq88sMw,el rey del taco & burritos,41.81751835737832,-87.69434315005293,4157 s california ave,60632.0,3.8,816.0
3225,ChIJ-cd-fzksDogRn34WykqGmYE,george's restaurant,41.83118366307158,-87.64597307956893,3445 s halsted st,60608.0,4.7,348.0
3227,ChIJuVqF9a7SD4gRjXfj_voA7vE,papa's cache sabroso inc,41.90287691997627,-87.69018293337312,2517 w division st,60622.0,4.6,687.0
3229,ChIJ77RX0OvTD4gRx_cNf6qyVEU,mozzarella store,41.89754672513133,-87.62428018684379,822 n michigan ave,60611.0,4.2,62.0
3230,ChIJaS8RcbXTD4gRjsmH2W3zlsU,egg-o-holic,41.89626550998868,-87.64896192549709,833 w chicago ave,60642.0,4.4,136.0
3231,ChIJzxW6MrzLD4gR_10NikIYaDo,"new england inn of illinois, inc.",41.952633008431256,-87.79847599375748,6855-6859 w irving park rd,60634.0,4.4,9.0
3234,ChIJi-im66TTD4gRu12-1moETws,ann sather's cafe,41.94380970211237,-87.64495107447183,3415 n broadway,60657.0,4.5,393.0
3237,ChIJmcmMWhDSD4gRKIfv_tmpvsQ,the grafton pub & grill,41.96395323202934,-87.68566332514946,4530 n lincoln ave,60625.0,4.5,426.0
3238,ChIJbRNrl7YsDogR-97cE2Tkb_g,joe & the juice north wells,41.889647025824154,-87.6341692555621,412 n wells st,60654.0,4.3,90.0
3240,ChIJtWLeqMrRD4gRIeD8CLuLQio,salerno's pizzeria,42.0192723551926,-87.67240700140871,1629-1631 w howard st,60626.0,4.2,35.0
3241,ChIJ62puoDgvDogRstF8LJytsw0,mcdonalds 812,41.75621188302043,-87.63213054212368,7601 s vincennes ave,60620.0,3.3,849.0
3242,ChIJIaeBZdS1D4gR5kcFbTKaw7Q,swiss air,42.008536400868735,-87.91442843927048,11601 w touhy ave,60666.0,4.5,8.0
3247,ChIJl_MIxUjTD4gRLZrAlZpzX00,hashbrowns on wells,41.90359013784007,-87.63432276290486,1151-1155 n wells st,60610.0,4.2,319.0
3248,ChIJ7Ri-z93RD4gRPnKE_0jqBgI,ajawaah sweets,41.99758611677132,-87.6920046207453,2453 w devon ave,60659.0,4.6,260.0
3250,ChIJyw5wGr8sDogRCzNLtoXfV7k,starbucks coffee,41.87892589933755,-87.63653246863092,217 s wacker dr,60606.0,4.4,71.0
3252,ChIJ3WMq7ezMD4gRsyyJ8DUxB74,la chilangueada,41.92401470854284,-87.75494988227491,5131 w fullerton ave,60639.0,4.1,177.0
3253,ChIJk9wDsr0tDogRjKjhYKOMdDk,sweet dreams frozen yogurt,41.83089083505026,-87.62723820487749,17 w 35th st,60616.0,5.0,1.0
3257,ChIJ-UsJsFTTD4gR9wNj_lK4NEQ,gino's east pizzeria,41.89586294629617,-87.62325304021789,160-164 e superior st,60611.0,4.4,4274.0
3259,ChIJQZRq8mHMD4gRJBSdAOza7Oo,tutti frutti coffee shop inc.,41.938533531833905,-87.76108915517106,5349 w belmont ave,60641.0,4.0,156.0
3261,ChIJRZs_x8oxDogRoTfcX0WEDWk,cholie's pizzeria inc,41.77865394243757,-87.71590458403976,3711 w 63rd st,60629.0,3.9,149.0
3263,ChIJEVg5m9PTD4gR_xShKzNugV4,nhu lan sandwiches,41.96943792534976,-87.65497661048158,4810 n sheridan rd,60640.0,4.5,102.0
3267,ChIJFxFWPl_RD4gROO2ghPPJB8o,salerno's pizza / whiskey hill brewing & pizza ba,42.0192723551926,-87.67240700140871,1629-1631 w howard st,60626.0,4.6,14.0
3268,ChIJQfjdqf8tDogR2xmVN6s4n6s,tierra caliente inc,41.81969676211443,-87.69533211344603,4070 s archer ave,60632.0,4.4,241.0
3269,ChIJQ5WH6-8sDogRiOSiAaMLbus,ghareeb nawaz express,41.867039563625006,-87.64724496385318,807 w roosevelt rd,60608.0,4.0,944.0
3270,ChIJ5xchT60xDogRl2UqCvl6jDs,windy city hot dogs inc,41.77848613692535,-87.72788606162165,4205 w 63rd st,60629.0,4.7,336.0
3274,ChIJi_UVLbzLD4gR7z8clyYNEAc,the nest bar & eatery,41.952633008431256,-87.79847599375748,6855-6859 w irving park rd,60634.0,4.6,183.0
3275,ChIJDQgpYpHLD4gRVvxHwSTe2A4,jolly inn restaurant,41.95276473128929,-87.78907687655371,6501 w irving park rd,60634.0,4.4,648.0
3276,ChIJ0Rcdmp_RD4gRxAxo1uLCO8M,susupuato restaurant,41.99409182900129,-87.66024611480586,6161 n broadway,60660.0,4.1,98.0
3278,ChIJM5IN8rIsDogRCKW5W5TRy9E,tao chicago,41.89335935419248,-87.62984514678732,632 n dearborn st,60654.0,4.3,975.0
3281,ChIJaUwpbjfTD4gRNcVhyOU_Xjg,green leaf thai cuisine,41.96650114090258,-87.68898734901569,4658 n western ave,60625.0,4.3,74.0
3283,ChIJtdANBdosDogRqzMgVad1L5M,the corned beef factory sandwich shop,41.88568000263013,-87.6529013513384,1016 w lake st,60607.0,4.6,195.0
3285,ChIJceo4IkUsDogRHPC5auhjoQ4,xiao mei xing restaurant,41.84486165253758,-87.64629213517715,2615 s halsted st,60608.0,4.3,48.0
3286,ChIJPQmGYWosDogRsUjm1eUyRH0,chinese kitchen and sushi,41.83827010545886,-87.63746078062489,420-422 w 31st st,60616.0,4.0,213.0
3289,ChIJn2MSL8ovDogRpetjMTSGSZk,chicago wingz around the world,41.81644707189336,-87.6231758739107,4300 s michigan ave,60653.0,4.2,21.0
3291,ChIJiX4KgLEsDogR8gugSnSptzY,three dots and a dash,41.89020779260571,-87.63094084169998,435 n clark st,60654.0,4.5,3620.0
3293,ChIJ9aFUEYAlDogR0FmOoMO7Qes,jerk kitchen,41.735985832243344,-87.65720776248592,1334 w 87th st,60620.0,4.3,43.0
3294,ChIJw053SbbSD4gRd9c6vsBfXKY,bourbon on division,41.903263620886506,-87.67927826952334,2050 w division st,60622.0,4.3,258.0
3297,ChIJexf8f4vND4gRfRnA3K4R1Uw,tomatillo taco-ville llc,41.95384422496512,-87.70243677625855,2943 w irving park rd,60618.0,4.7,91.0
3298,ChIJMaurKrIsDogRfzxokqjCMys,bub city,41.89020779260571,-87.63094084169998,435-437 n clark st,60654.0,4.3,1486.0
3300,ChIJx1HFOq8sDogRyD-GGl75CRg,the sky - line club,41.88700442325107,-87.62439465711455,307 n michigan ave,60601.0,4.7,24.0
3301,ChIJ7TvI6oLRD4gRFriogUikjIA,little vietnam restaurant,41.98374414417153,-87.65940408893736,1132 w bryn mawr ave,60660.0,4.6,243.0
3302,ChIJxctEOmcpDogRani4W1uY_XA,big sharks,41.75715635980157,-87.55840891304999,7600 s exchange ave,60649.0,4.2,85.0
3304,ChIJA11Kq5_RD4gRjsKFVnUEkJE,lickity split frozen custard & sweets,41.99257145211282,-87.66049389721277,6056 n broadway,60660.0,4.7,705.0
3305,ChIJ0RN-Oa0xDogRmpp8WT1KVEM,mariscos la diabla,41.77869630305849,-87.728713965789,4222-4224 w 63rd st,60629.0,3.2,101.0
3306,ChIJP827LN3RD4gRnsD2bUymdJE,new naan on devon & grill,41.997677158519174,-87.6865994088937,2241 w devon ave,60659.0,4.0,537.0
3308,ChIJm7fFSSPTD4gRkveYFp0Vv7E,decolores restaurant,41.85918260635193,-87.64682982484354,1626 s halsted st,60608.0,4.3,273.0
3310,ChIJR1cBLqQsDogRchKXGZ0eHJQ,the park grill,41.88238074088729,-87.62422863136194,11-35 n michigan ave,60602.0,4.1,609.0
3312,ChIJhQ25zv7RD4gRZ83l2WoOIho,"cafe utjeha, inc.",41.97918308087692,-87.69281717734684,5350 n lincoln ave,60625.0,4.5,76.0
3313,ChIJQaY-iqfTD4gRjfDTYAj9Ny8,chitown sandwich club,41.935452917475686,-87.64686341693728,2921 n clark st,60657.0,4.5,101.0
3314,ChIJYYo9vWMsDogR1xQ6eaSVPGw,wentworth seafood house,41.852023150198406,-87.63184844304722,2229 s wentworth ave,60616.0,4.5,154.0
3316,ChIJY3QbmHcmDogRacZAlolQ-7Y,market fish ii,41.70737498198745,-87.61694603288984,242 e 103rd st,60628.0,4.1,346.0
3318,ChIJaVaWsbEtDogR_ChZZlB6eQM,kaliflower,41.88754294139151,-87.62440700245573,333 n michigan ave,60601.0,4.9,47.0
3319,ChIJ2z1ZLrPTD4gRhQUkbvnmUJk,rizzo's bar & inn,41.94868252462365,-87.65787955259802,3658 n clark st,60613.0,4.3,270.0
3320,ChIJCweX2p_SD4gRp-0TlpIkyMc,la strada cafe,41.9182165137188,-87.69707480291271,2023 n california ave,60647.0,4.7,160.0
3321,ChIJgyVnGiEuDogRVqqw7l2VJxg,"taqueria 4 hermanos corp.,",41.79378362283587,-87.69477733434331,2820 w 55th st,60632.0,4.6,172.0
3322,ChIJu8gVRBcuDogRaHtSX4g5TY0,taqueria jamay,41.80122254666395,-87.686745425122,2500 w 51st st,60632.0,4.5,130.0
3323,ChIJcfep5gExDogRZbUlaHQQehA,a v anthony's,41.77855839542932,-87.7406439306012,4720 w 63rd st,60629.0,4.3,733.0
3327,ChIJ1eUUAojMD4gRtxwibG4nUSg,central gyros corp,41.93758152034964,-87.76631489179633,3127 n central ave,60634.0,4.5,340.0
3329,ChIJowrmtf_SD4gRfC5aB3s-E8Q,patsy's place,41.933218475082285,-87.65942136953329,2825 n lincoln ave,60657.0,4.3,135.0
3330,ChIJAW4lTUnSD4gRPc_AfkochmY,bodega sur,41.950458472812436,-87.66396415892734,3755 n southport ave,60613.0,4.7,221.0
3331,ChIJs9Tjh68sDogRW9bZAZ-Xrf4,capriotti's sandwich shop,41.885353703982936,-87.62641328540737,180 n wabash ave,60601.0,4.4,197.0
3332,ChIJL8waKqbRD4gRS9kp-srrPQ8,rice thai cafe,42.00488091989163,-87.6610107113438,6744 n sheridan rd,60626.0,4.2,102.0
3335,ChIJBy9179AtDogR-0bMsngyl1Q,the bandit,41.88427122892853,-87.64900872431221,841 w randolph st fl,60607.0,4.1,119.0
3338,ChIJcSWpN6nTD4gRG1bMhCwsU9o,gyro mena,41.93983528881153,-87.65180999488649,905 w belmont,60657.0,4.3,126.0
3339,ChIJnxfm2fwxDogR_MlJNTnHXA8,el puerto restaurant,41.80829788515971,-87.69983243115264,3016-3018 w 47th st,60632.0,4.2,254.0
